factor_name:  银行间短期融资券即期收益率曲线（AAA+）:3月    p_value: 0.5407084339604524  t_value:0.6117464082160537
factor_name:  银行间短期融资券即期收益率曲线（AAA+）:6月    p_value: 0.1533314559095027  t_value:-1.4278849200079475
factor_name:  银行间短期融资券即期收益率曲线（AAA）:3月    p_value: 0.5940378468825296  t_value:0.5329973820808666
factor_name:  银行间短期融资券即期收益率曲线（AAA-）:3月    p_value: 0.6915516026418107  t_value:0.39675268053177015
factor_name:  银行间短期融资券即期收益率曲线（AA+）:3月    p_value: 0.8268789575875188  t_value:-0.21870733767617884
factor_name:  银行间短期融资券即期收益率曲线（AA-）:3月    p_value: 0.5713106082262573  t_value:-0.5661262267241175
factor_name:  银行间短期融资券即期收益率曲线（A+）:3月    p_value: 0.40422323400064464  t_value:0.8341098140704883
factor_name:  银行间短期融资券即期收益率曲线（A）:6月    p_value: 0.3382146632096341  t_value:-0.9577083096298286
factor_name:  银行间短期融资券即期收益率曲线（A）:9月    p_value: 0.11770768081729344  t_value:-1.5644960333215048
factor_name:  银行间短期融资券即期收益率曲线（A-）:6月    p_value: 0.16618921120924668  t_value:1.3845738580090472
factor_name:  银行间短期融资券即期收益率曲线（A-）:9月    p_value: 0.6245130125199285  t_value:0.48946745817618714
factor_name:  银行间短期融资券即期收益率曲线（A-）:1年    p_value: 0.9987596454596654  t_value:-0.001554562560209228
factor_name:  银行间21-30天同业拆借交易量:当期值:月    p_value: 0.5828325829524332  t_value:-0.5492556165541331
factor_name:  银行间拆借利率:IBO001:日    p_value: 0.3933571753799723  t_value:0.8535525866135486
factor_name:  银行间拆借利率:IBO014:日    p_value: 0.10221140790260064  t_value:-1.6342570638047953
factor_name:  银行间拆借利率:IBO021:日    p_value: 0.16036044169026553  t_value:-1.4038819460241234
factor_name:  银行间拆借利率:IBO2M:日    p_value: 0.34790700351008175  t_value:0.9386659016121733
factor_name:  银行间拆借利率:IBO9M:日    p_value: 0.89644962092405  t_value:0.13014832425724462
factor_name:  商业营业用房竣工面积:累计同比:月    p_value: 0.10559676881021396  t_value:1.618336022553435
